File,Iteration,Experiment Index,Rerank_Score_v35
llm_experiment_p3ht_conductivity_trajectory_parameters_seed38_with_rerank_score.csv,40,9,0.70483154
llm_experiment_p3ht_conductivity_trajectory_parameters_seed38_with_rerank_score.csv,41,110,0.6864757
llm_experiment_p3ht_conductivity_trajectory_parameters_seed38_with_rerank_score.csv,42,226,0.71758664
llm_experiment_p3ht_conductivity_trajectory_parameters_seed38_with_rerank_score.csv,43,220,0.6922474
llm_experiment_p3ht_conductivity_trajectory_parameters_seed38_with_rerank_score.csv,44,152,0.7089592
llm_experiment_p3ht_conductivity_trajectory_parameters_seed38_with_rerank_score.csv,45,122,0.7608822
llm_experiment_p3ht_conductivity_trajectory_parameters_seed38_with_rerank_score.csv,46,112,0.7023877
llm_experiment_p3ht_conductivity_trajectory_parameters_seed38_with_rerank_score.csv,47,128,0.7135319
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,0,53,0.040347535
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,1,52,0.7653308
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,2,45,0.7598145
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,3,58,0.7409441
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,4,28,0.7539928
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,5,60,0.70847535
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,6,39,0.70336664
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,7,154,0.7161595
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,8,19,0.7128128
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,9,16,0.74541736
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,10,225,0.6897452
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,11,221,0.7931224
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,12,9,0.70702106
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,13,223,0.76701033
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,14,4,0.7458619
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,15,38,0.74161834
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,16,222,0.7283819
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,17,105,0.7511561
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,18,126,0.77364457
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,19,116,0.7491794
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,20,229,0.7837407
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,21,231,0.7923522
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,22,123,0.77199864
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,23,127,0.8033131
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,24,114,0.82492816
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,25,178,0.7440808
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,26,220,0.72042775
llm_experiment_p3ht_conductivity_trajectory_parameters_seed39_with_rerank_score.csv,27,128,0.7099254
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,0,117,0.040347535
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,1,118,0.829285
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,2,122,0.756376
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,3,219,0.725824
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,4,172,0.7283819
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,5,150,0.7187726
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,6,145,0.75290436
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,7,120,0.7368747
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,8,123,0.7644879
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,9,116,0.77364457
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,10,124,0.76173395
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,11,38,0.70799106
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,12,100,0.6882385
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,13,127,0.66229486
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,14,231,0.76951396
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,15,229,0.7827459
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,16,126,0.79883134
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,17,114,0.7982658
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,18,136,0.72418857
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,19,109,0.6780931
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,20,9,0.7265231
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,21,220,0.71305263
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,22,110,0.70483154
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,23,34,0.7178241
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,24,152,0.72629017
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,25,226,0.7265231
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,26,112,0.71088976
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,27,16,0.7371019
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,28,218,0.70214266
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,29,26,0.72814995
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,30,25,0.77893573
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,31,17,0.6899958
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,32,27,0.7760977
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,33,232,0.7336813
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,34,19,0.7522497
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,35,18,0.7316155
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,36,23,0.7106489
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,37,20,0.7621591
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,38,21,0.76279575
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,39,111,0.69024646
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,40,108,0.72465646
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,41,153,0.7099254
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,42,7,0.6899958
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,43,134,0.7355091
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,44,178,0.6854659
llm_experiment_p3ht_conductivity_trajectory_parameters_seed40_with_rerank_score.csv,45,128,0.6889923
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,0,97,0.040347535
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,1,39,0.6796259
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,2,74,0.7382357
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,3,29,0.65966886
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,4,47,0.6429039
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,5,36,0.61057013
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,6,89,0.62879556
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,7,79,0.66699636
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,8,218,0.6780931
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,9,220,0.74785584
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,10,226,0.783542
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,11,19,0.7451949
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,12,112,0.7373288
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,13,25,0.71948266
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,14,27,0.7279179
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,15,26,0.7120925
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,16,232,0.76194656
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,17,23,0.7813477
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,18,20,0.7237202
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,19,21,0.7089592
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,20,18,0.72884524
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,21,16,0.7135319
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,22,17,0.7279179
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,23,7,0.7279179
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,24,110,0.6641271
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,25,228,0.70702106
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,26,216,0.6977124
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,27,126,0.7507177
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,28,229,0.69672287
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,29,209,0.68748367
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,30,122,0.7161595
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,31,24,0.72884524
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,32,9,0.7539928
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,33,0,0.7306941
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,34,4,0.758958
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,35,231,0.7343678
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,36,111,0.6964752
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,37,123,0.74541736
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,38,22,0.7206637
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,39,116,
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,40,222,0.7316155
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,41,160,0.7515939
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,42,118,0.7161595
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,43,127,0.7190094
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,44,114,0.79369855
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,45,34,0.6989468
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,46,136,0.74541736
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,47,152,0.7206637
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,48,124,0.69746524
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,49,178,0.6783488
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,50,100,0.694241
llm_experiment_p3ht_conductivity_trajectory_parameters_seed41_with_rerank_score.csv,51,128,0.70847535
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,0,163,0.040347535
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,1,162,0.7803451
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,2,202,0.7548612
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,3,171,0.7327644
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,4,212,0.72629017
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,5,134,0.7520312
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,6,148,0.7293082
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,7,144,0.741169
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,8,213,0.72698855
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,9,216,0.7382357
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,10,193,0.6917478
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,11,194,0.7940821
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,12,9,0.6989468
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,13,230,0.70847535
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,14,224,0.8014549
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,15,228,0.75723875
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,16,223,0.76152116
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,17,62,0.77179235
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,18,229,0.7336813
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,19,126,0.76279575
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,20,116,0.7913865
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,21,123,0.8259413
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,22,152,0.78154784
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,23,231,0.7971311
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,24,127,0.82186085
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,25,114,0.7872945
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,26,34,0.69820654
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,27,136,0.66308063
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,28,226,0.7463059
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,29,124,0.72207695
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,30,112,0.69820654
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,31,220,0.7557276
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,32,20,0.7135319
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,33,110,0.7144891
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,34,178,0.71995544
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,35,4,0.69274646
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,36,122,0.70750624
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,37,26,0.7043437
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,38,25,0.7621591
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,39,232,0.7463059
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,40,27,0.7334523
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,41,23,0.75809944
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,42,19,0.76427686
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,43,21,0.6937432
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,44,18,0.75049835
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,45,16,0.75442725
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,46,17,0.7476348
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,47,7,0.73023266
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,48,41,0.70531887
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,49,172,0.7144891
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,50,153,0.6917478
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,51,0,0.7402687
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,52,119,0.70067
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,53,118,0.72395444
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_with_rerank_score.csv,54,128,0.7352811
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,0,163,0.040347535
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,1,162,0.7548612
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,2,202,0.7750779
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,3,171,0.7251239
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,4,170,0.71088976
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,5,191,0.6768127
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,6,212,0.7101667
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,7,185,0.7309246
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,8,209,0.7306941
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,9,213,0.6824261
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,10,179,0.69870013
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,11,152,0.7192461
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,12,192,0.71305263
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,13,41,0.74563974
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,14,211,0.7128128
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,15,208,0.6944897
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,16,193,0.70799106
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,17,194,0.8131201
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,18,230,0.70799106
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,19,224,0.7982658
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,20,42,0.7327644
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,21,40,0.7355091
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,22,118,0.7152057
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,23,117,0.7587435
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,24,204,0.7244226
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,25,27,0.71995544
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,26,26,0.80844593
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,27,232,0.77096564
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,28,25,0.7730283
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,29,23,0.74363416
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,30,20,0.7443038
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,31,16,0.7447496
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,32,226,0.72042775
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,33,148,0.7163977
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,34,19,0.7420672
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,35,111,0.6907474
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,36,9,0.7380092
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,37,0,0.74318707
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,38,4,0.7634314
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,39,112,0.70944256
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,40,220,0.7734393
llm_experiment_p3ht_conductivity_trajectory_parameters_seed42_run1_with_rerank_score.csv,41,17,0.7946564
