File,Iteration,Experiment Index,Rerank_Score_v35
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,34,109,0.46949652
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,35,37,0.4800161
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,36,121,0.498902
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,37,120,0.7343678
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,38,122,0.7187726
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,39,123,0.69795954
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,40,73,0.7309246
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,41,100,0.69049704
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,42,44,0.6353361
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,43,86,0.6504012
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,44,59,0.68090034
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,45,85,0.6867278
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,46,67,0.6944897
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,47,28,0.7467494
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,48,29,0.66699636
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,49,51,0.7380092
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,50,52,0.7318455
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,51,71,0.6685563
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,52,39,0.6383174
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,53,84,0.6641271
llm_experiment_perovskite_instability_trajectory_parameters_seed38_with_rerank_score.csv,54,112,0.8047902
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,0,53,0.040347535
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,1,50,0.66959417
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,2,119,0.78532547
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,3,118,0.76152116
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,4,116,0.7623715
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,5,117,0.64585793
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,6,67,0.70483154
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,7,85,0.5860734
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,8,74,0.6191726
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,9,58,0.6580885
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,10,66,0.7371019
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,11,101,0.6388584
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,12,43,0.60049355
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,13,127,0.6058229
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,14,84,0.5565207
llm_experiment_perovskite_instability_trajectory_parameters_seed39_with_rerank_score.csv,15,112,0.71496695
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,0,117,0.040347535
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,1,96,0.6205532
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,2,119,0.7173491
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,3,118,0.6972179
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,4,116,0.7152057
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,5,62,0.6164054
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,6,2,0.6205532
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,7,67,0.5357549
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,8,106,0.6420965
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,9,66,0.6108487
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,10,58,0.60386235
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,11,86,0.54855317
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,12,53,0.5596998
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,13,100,0.58862966
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,14,39,0.568632
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,15,123,0.52700067
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,16,126,0.6266047
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,17,120,0.61834323
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,18,85,0.60917604
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,19,55,0.6549173
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,20,54,0.56690645
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,21,43,0.5608546
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,22,98,0.6122407
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,23,101,0.6307082
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,24,74,0.60386235
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,25,121,0.6522641
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,26,127,0.50065976
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,27,125,0.55767727
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,28,84,0.5521781
llm_experiment_perovskite_instability_trajectory_parameters_seed40_with_rerank_score.csv,29,112,0.7014069
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,0,97,0.040347535
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,1,30,0.6852132
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,2,31,0.75723875
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,3,130,0.5889134
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,4,3,0.6083387
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,5,69,0.6551821
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,6,128,0.71425
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,7,63,0.67037153
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,8,4,0.58408195
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,9,22,0.57064295
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,10,32,0.5715041
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,11,34,0.67243975
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,12,35,0.63939893
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,13,91,0.64020914
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,14,68,0.64585793
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,15,89,0.6793707
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,16,33,0.76554126
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,17,88,0.6410185
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,18,77,0.5559422
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,19,40,0.5928793
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,20,109,0.568057
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,21,47,0.57780564
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,22,132,0.58862966
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,23,133,0.6188962
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,24,134,0.61695945
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,25,82,0.55391616
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,26,12,0.58408195
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,27,41,0.5437604
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,28,44,0.52685463
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,29,110,0.52685463
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,30,96,0.5005133
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,31,107,0.5073975
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,32,24,0.5565207
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,33,106,0.5596998
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,34,108,0.53968745
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,35,23,0.5689194
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,36,111,0.5040288
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,37,37,0.49626526
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,38,18,0.43568602
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,39,115,0.5513086
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,40,39,0.74229145
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,41,114,0.7014069
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,42,113,0.6907474
llm_experiment_perovskite_instability_trajectory_parameters_seed41_with_rerank_score.csv,43,112,0.7192461
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,0,28,0.040347535
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,1,52,0.82254606
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,2,51,0.76173395
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,3,29,0.7159213
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,4,2,0.6934942
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,5,30,0.74318707
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,6,23,0.69199765
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,7,86,0.69099766
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,8,25,0.69795954
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,9,120,0.7043437
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,10,121,0.7283819
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,11,59,0.75659186
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,12,122,0.75290436
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,13,123,0.70871735
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,14,60,0.78512776
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,15,93,0.70580584
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,16,73,0.7144891
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,17,87,0.72348577
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,18,109,0.6164054
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,19,100,0.64047897
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,20,80,0.6420965
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,21,9,0.68191797
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,22,24,0.64773196
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,23,74,0.6994397
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,24,44,0.6693348
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,25,5,0.6347929
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,26,104,0.6271529
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,27,119,0.65173227
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,28,125,0.67037153
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,29,126,0.73596483
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,30,75,0.7368747
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,31,124,0.73596483
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,32,127,0.7125728
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,33,15,0.6607204
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,34,98,0.7306941
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,35,102,0.6786044
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,36,128,0.6565047
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,37,129,0.6439794
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,38,130,0.6757865
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,39,131,0.64236575
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,40,49,0.6711479
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,41,114,0.5798055
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,42,113,0.680136
llm_experiment_perovskite_instability_trajectory_parameters_seed42_with_rerank_score.csv,43,112,0.6255073
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,0,28,0.040347535
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,1,52,0.82254606
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,2,51,0.75027883
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,3,86,0.6643884
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,4,29,0.75027883
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,5,2,0.6625569
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,6,6,0.7065353
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,7,39,0.67988104
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,8,71,0.69573146
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,9,66,0.7055624
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,10,126,0.6803909
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,11,125,0.79637206
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,12,75,0.73914057
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,13,124,0.7610953
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,14,127,0.65966886
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,15,113,0.5769478
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,16,114,0.6651719
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,17,84,0.6625569
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run1_with_rerank_score.csv,18,112,0.7185356
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,0,28,0.040347535
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,1,52,0.82254606
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,2,51,0.74273956
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,3,57,0.67192334
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,4,29,0.69795954
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,5,86,0.6821721
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,6,25,0.7552947
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,7,2,0.7402687
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,8,23,0.72907686
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,9,85,0.769098
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,10,59,0.7283819
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,11,67,0.73299384
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,12,58,0.7382357
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,13,116,0.6461259
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,14,119,0.7101667
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,15,118,0.725824
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,16,117,0.5971152
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,17,101,0.5380859
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,18,54,0.58237284
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,19,53,0.6522641
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,20,55,0.5769478
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,21,66,0.5602773
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,22,105,0.609455
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,23,43,0.5920305
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,24,102,0.57035583
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,25,39,0.54971373
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,26,71,0.53473455
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,27,127,0.55478466
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,28,84,0.47051823
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run2_with_rerank_score.csv,29,112,0.7140107
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,0,28,0.040347535
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,1,52,0.82254606
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,2,51,0.7434107
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,3,29,0.6493346
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,4,86,0.6852132
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,5,2,0.77873385
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,6,85,0.73891455
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,7,67,0.75723875
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,8,58,0.694241
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,9,101,0.63452125
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,10,55,0.57322514
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,11,74,0.5674818
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,12,53,0.7279179
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,13,66,0.6607204
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,14,116,0.6077801
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,15,119,0.71185225
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,16,118,0.7602419
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,17,117,0.5820878
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,18,127,0.51383984
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,19,54,0.5617203
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,20,43,0.4703723
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,21,75,0.4122231
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,22,50,0.48703963
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run3_with_rerank_score.csv,23,112,0.4942147
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,0,28,0.040347535
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,1,52,0.7933146
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,2,51,0.7434107
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,3,29,0.6690754
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,4,86,0.6755297
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,5,2,0.7420672
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,6,85,0.7402687
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,7,58,0.76554126
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,8,53,0.7125728
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,9,66,0.6864757
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,10,67,0.6016175
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,11,116,0.64020914
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,12,119,0.7180613
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,13,118,0.69820654
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,14,117,0.67243975
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,15,101,0.55275756
llm_experiment_perovskite_instability_trajectory_parameters_seed42_run4_with_rerank_score.csv,16,98,0.48982134
